id,label
271495,truck
199290,deer
182502,dog
78256,dog
15860,frog
173886,deer
271297,deer
225881,truck
212307,frog
9331,bird
132594,frog
160795,truck
178316,cat
37204,deer
210366,cat
171616,cat
95659,deer
37398,ship
45587,deer
251099,automobile
161656,cat
32860,airplane
293418,deer
19982,bird
42639,ship
279165,bird
269611,bird
88973,cat
64574,dog
139453,frog
138386,frog
265381,dog
226508,cat
139445,dog
132562,airplane
206845,horse
90644,frog
113660,airplane
150713,cat
41246,cat
147070,bird
186281,truck
284736,deer
81732,deer
298457,frog
228943,automobile
248288,frog
253611,frog
8578,deer
140668,airplane
168605,automobile
157417,bird
146687,frog
237595,bird
84695,dog
263839,automobile
249916,ship
190683,cat
17565,frog
161899,cat
120604,cat
23344,cat
179561,horse
166722,frog
197385,deer
96994,deer
167689,deer
38443,cat
21965,cat
272726,dog
139427,cat
271537,airplane
15440,horse
203157,frog
227914,frog
297253,automobile
30429,truck
268275,deer
125802,cat
68184,cat
167561,ship
15739,bird
91215,frog
79840,truck
224944,ship
10330,bird
200704,ship
259116,cat
87207,frog
298887,frog
14658,frog
117803,automobile
155029,frog
245651,automobile
1029,bird
94139,bird
224495,frog
62665,cat
142675,frog
172173,frog
229315,bird
254626,deer
267052,cat
223490,airplane
30090,dog
43262,automobile
25866,ship
287307,ship
195028,automobile
114712,deer
143339,automobile
285002,bird
219883,ship
299236,cat
227917,frog
78059,bird
213605,deer
35227,cat
257699,ship
282181,deer
143884,automobile
3491,cat
290515,bird
145436,ship
145917,deer
123384,deer
131686,cat
85856,horse
41645,ship
293251,truck
152527,frog
18080,frog
152940,frog
28990,deer
181209,frog
186676,frog
267533,cat
128941,frog
287775,deer
222760,bird
81624,horse
213187,frog
115807,frog
126181,automobile
20400,cat
182317,bird
278155,bird
100468,deer
185777,dog
47559,dog
59139,ship
168347,cat
83714,deer
37421,ship
222602,deer
42367,horse
21912,frog
106191,automobile
107030,cat
48444,airplane
230859,frog
291103,airplane
245419,ship
10382,airplane
273455,deer
52259,dog
291075,deer
49662,ship
50012,ship
226580,cat
218092,truck
108854,dog
104741,dog
161918,frog
48665,frog
240696,deer
164334,deer
190606,dog
48320,frog
57254,frog
12387,bird
222845,truck
139367,cat
220605,cat
257565,truck
96099,deer
79809,cat
74018,truck
113458,dog
171270,deer
6393,cat
105063,bird
215411,airplane
7932,bird
35393,truck
296439,frog
100500,airplane
23648,bird
298230,deer
169811,ship
293944,airplane
25321,truck
115621,deer
124807,deer
200576,ship
266184,deer
222939,frog
81662,airplane
232687,frog
118717,bird
296629,cat
221079,dog
74607,automobile
52090,deer
87221,ship
273293,automobile
263658,horse
21652,dog
82356,cat
260916,frog
143336,automobile
176141,cat
291836,ship
109953,bird
224644,bird
234737,dog
288337,truck
227420,ship
62639,frog
128862,bird
210646,bird
292401,bird
134143,dog
139796,frog
10409,bird
269821,bird
42627,cat
70161,bird
242506,bird
15795,ship
238544,horse
77249,truck
124756,dog
33096,bird
215812,airplane
248502,dog
107055,deer
75974,ship
158273,deer
38545,truck
212312,deer
13183,bird
269175,cat
211296,deer
113510,deer
286420,frog
156256,automobile
133676,frog
68290,horse
223882,frog
184305,cat
220492,cat
99754,cat
237834,cat
196026,bird
254016,airplane
6051,frog
203681,ship
15478,ship
105490,deer
203935,deer
146142,dog
280172,airplane
240115,airplane
119642,truck
25109,cat
116554,bird
198652,airplane
148643,ship
109164,frog
58718,horse
262069,cat
201410,cat
127613,dog
135479,bird
92732,bird
226459,ship
17526,deer
278393,frog
255895,cat
125865,horse
252238,cat
35792,cat
270194,automobile
259769,deer
11052,frog
268032,truck
26156,automobile
42819,cat
276287,cat
238426,bird
139649,frog
129267,dog
275142,cat
194665,deer
56102,horse
220741,frog
20246,ship
112708,dog
28638,bird
74254,truck
199068,bird
44570,deer
9377,horse
141850,cat
97730,frog
299884,bird
58473,cat
252871,cat
184014,deer
51294,bird
204477,frog
158437,deer
222981,deer
109343,deer
10325,cat
182207,frog
27930,horse
137910,frog
115900,dog
287465,cat
65909,deer
120060,bird
206866,ship
184663,cat
22366,frog
125594,deer
98948,cat
193585,dog
161177,deer
118385,cat
216960,automobile
1909,truck
177762,truck
91105,deer
197397,deer
45426,horse
269491,cat
114504,horse
124729,ship
80569,bird
34978,dog
42664,airplane
253219,horse
21820,ship
120544,deer
217621,ship
138362,frog
104053,deer
289942,cat
152951,frog
51431,deer
39278,frog
44376,frog
297323,dog
218625,ship
162096,automobile
231927,automobile
165295,dog
21321,ship
122845,cat
289373,deer
256472,bird
47355,automobile
260727,truck
61365,ship
124007,truck
277535,frog
84876,truck
37526,frog
222206,truck
44842,bird
219851,horse
5269,bird
24559,bird
247543,ship
96626,cat
219221,horse
291402,deer
287528,truck
98592,ship
26265,ship
199835,deer
230377,frog
39037,dog
141407,dog
51137,horse
1885,cat
42476,automobile
285961,dog
287581,frog
132700,airplane
167565,bird
216463,bird
102646,ship
141225,frog
215081,ship
193365,dog
136835,automobile
7664,dog
135969,cat
280370,cat
92772,frog
138744,cat
58629,deer
199665,horse
53129,ship
183181,airplane
198026,deer
202816,dog
148712,cat
150669,deer
167089,ship
297906,deer
254632,airplane
190482,frog
101208,airplane
263851,ship
87532,dog
52244,frog
212446,ship
269013,cat
132191,frog
254618,truck
298052,bird
101886,airplane
208384,ship
62507,cat
77913,ship
104348,ship
234193,bird
119480,cat
296965,frog
123349,dog
275312,deer
225692,bird
178453,frog
252481,deer
107575,dog
120788,bird
112958,bird
47924,frog
140371,cat
93712,deer
61103,dog
159223,cat
135401,horse
70667,ship
255977,dog
131311,truck
56763,cat
190113,frog
211730,ship
239409,dog
129390,truck
52314,frog
225686,airplane
232190,frog
189058,deer
114395,cat
183442,ship
126940,deer
207747,bird
181857,truck
202108,airplane
107330,deer
196702,frog
243327,automobile
272366,frog
88790,dog
76640,truck
33674,cat
157057,horse
265493,horse
253333,ship
169095,airplane
177593,deer
32359,cat
99282,ship
282476,truck
220443,cat
79209,truck
130530,cat
226743,frog
54481,dog
293235,cat
148852,deer
90802,frog
69835,dog
227561,bird
210976,dog
6593,dog
82807,dog
68515,deer
268758,dog
130447,airplane
86187,dog
183686,ship
200422,truck
123304,deer
246769,frog
16804,ship
36957,dog
285901,cat
292150,cat
190540,bird
288899,bird
126766,deer
294474,cat
97999,airplane
172716,dog
242033,bird
152087,frog
282798,frog
216080,frog
127480,frog
113359,deer
196206,cat
86927,ship
46672,frog
179054,truck
100367,bird
249142,cat
213257,dog
185414,truck
144952,horse
163917,frog
171431,dog
77664,ship
207351,dog
238034,dog
249367,dog
75181,ship
194526,frog
298038,frog
116849,ship
244587,deer
191976,dog
35850,airplane
249415,frog
286005,ship
11305,truck
105449,bird
135253,deer
237421,cat
1882,truck
138912,cat
36037,horse
84169,deer
60148,ship
71520,airplane
58422,deer
214685,dog
72567,dog
158062,dog
278801,deer
70133,cat
243958,airplane
156246,deer
112049,frog
178300,bird
10969,frog
201095,frog
60404,bird
153970,automobile
116408,deer
134952,cat
191283,truck
184940,airplane
42564,frog
152619,deer
221781,frog
80085,ship
137358,truck
213803,ship
160756,cat
17567,cat
91873,cat
77914,cat
184871,dog
228015,bird
237662,deer
263529,truck
164477,dog
203606,dog
223910,deer
267107,cat
7539,bird
230732,cat
121996,truck
5435,cat
1156,cat
298865,dog
209146,deer
116456,frog
288920,frog
51457,frog
46660,ship
159456,cat
214733,deer
81531,bird
139351,horse
63389,frog
154267,bird
262116,frog
249351,dog
113219,frog
54817,cat
256080,dog
155186,airplane
278172,frog
57158,cat
2892,frog
229931,deer
18838,ship
89735,frog
256103,airplane
176958,horse
258936,airplane
267265,deer
45389,automobile
81099,bird
257792,dog
196712,truck
35373,horse
70297,frog
268213,bird
244278,bird
117398,truck
121737,cat
224528,bird
245044,bird
294357,horse
74788,dog
2038,dog
272136,dog
288152,truck
152887,dog
153021,airplane
34513,ship
297377,airplane
100169,frog
249209,automobile
22367,automobile
49778,truck
81749,dog
82535,deer
206047,dog
37870,airplane
183844,dog
297809,bird
229922,dog
178380,cat
213388,horse
38002,cat
201557,frog
1463,cat
231100,dog
254219,deer
95803,frog
256742,bird
167040,cat
31038,frog
131035,ship
129527,dog
36616,ship
259173,bird
237039,airplane
156173,deer
181809,automobile
31736,dog
191896,automobile
281462,cat
93678,ship
58958,frog
27576,dog
168219,horse
154088,cat
30018,bird
16291,horse
292647,frog
68725,ship
226644,deer
262249,bird
233587,deer
170899,bird
115489,truck
42691,frog
180702,ship
223218,frog
71865,dog
106415,frog
59442,cat
253567,frog
247433,frog
163627,deer
114170,ship
31051,horse
15511,deer
128766,bird
91256,bird
249235,airplane
6040,airplane
294204,dog
30185,frog
199192,frog
154134,cat
258372,airplane
203622,automobile
22701,frog
59650,frog
19138,frog
167526,airplane
117767,frog
247558,automobile
115113,cat
179846,frog
58730,automobile
203233,deer
292605,frog
231208,airplane
263875,dog
107051,cat
10033,airplane
66192,dog
163592,cat
73399,airplane
196486,ship
286481,truck
88825,dog
264848,dog
100867,deer
116645,cat
228912,frog
155922,automobile
118979,frog
201941,frog
128185,bird
260234,frog
77117,automobile
289858,cat
267592,bird
16024,ship
240541,automobile
113691,cat
53743,automobile
297699,ship
32552,bird
30774,truck
199603,deer
10898,dog
185590,bird
244948,dog
67981,dog
87626,truck
71809,frog
99698,dog
226732,bird
127160,cat
169981,ship
136440,frog
275746,frog
25488,automobile
195031,truck
162843,frog
212100,automobile
299364,truck
24990,deer
15096,horse
69218,cat
171334,truck
160738,bird
170274,bird
81016,automobile
255898,airplane
210109,horse
265271,ship
186515,airplane
131278,cat
74242,deer
121260,dog
150592,cat
112675,airplane
178293,frog
106449,cat
200844,horse
51774,cat
187232,airplane
175860,dog
185338,deer
268403,dog
61796,automobile
218152,deer
276110,deer
141073,frog
203887,automobile
43730,bird
71666,frog
73779,frog
178602,bird
22293,deer
261682,ship
52190,cat
141684,airplane
236639,automobile
191293,cat
230931,cat
199481,ship
100748,automobile
99361,frog
21025,dog
180776,cat
62962,ship
184118,ship
205474,frog
208082,deer
253175,ship
299234,ship
61799,deer
148930,frog
231915,cat
25877,deer
128425,frog
217165,automobile
259778,cat
101407,ship
84466,horse
145639,frog
8648,dog
241277,truck
142294,dog
250796,frog
162363,cat
289394,deer
141325,cat
233222,truck
257314,cat
205847,dog
169470,cat
173217,ship
29026,ship
97590,deer
151452,airplane
265120,truck
285726,ship
293920,horse
68824,frog
8983,bird
183681,deer
254879,cat
165871,bird
123727,ship
156506,deer
178868,truck
165509,airplane
118145,deer
188588,frog
17423,ship
157765,cat
235201,bird
242500,truck
67392,ship
219430,cat
154827,frog
265192,deer
47825,airplane
245332,airplane
215288,cat
54241,cat
26250,airplane
255119,horse
192010,truck
280177,frog
198562,truck
147346,truck
42935,airplane
155713,ship
79536,horse
151,horse
67082,truck
245216,bird
282603,automobile
50773,cat
293310,dog
177566,bird
115613,bird
152430,truck
120012,bird
256882,cat
42856,ship
208741,bird
99829,frog
27590,deer
9107,bird
107298,frog
126344,ship
147756,deer
150707,horse
295282,truck
43809,frog
15513,truck
218816,deer
227612,dog
260994,ship
38956,ship
266153,dog
36487,cat
245761,deer
202499,ship
126866,automobile
251019,deer
117242,frog
128102,horse
95606,cat
70921,automobile
68898,bird
183765,ship
253667,automobile
111478,dog
21763,deer
279776,frog
270862,cat
276017,bird
216028,truck
283913,automobile
69765,cat
190560,deer
163251,dog
167305,cat
243050,cat
286404,ship
291010,bird
36201,deer
255393,ship
287401,frog
156237,frog
127291,deer
147929,airplane
258523,ship
276756,ship
166878,horse
277340,deer
31369,cat
34770,ship
110842,dog
291466,horse
42558,ship
270662,cat
28179,deer
168798,cat
258054,truck
62424,cat
8100,airplane
90597,airplane
276758,cat
139823,cat
95386,dog
194802,truck
194310,bird
155778,bird
162719,deer
26586,bird
251287,dog
143712,automobile
195141,dog
43946,truck
112343,horse
246108,truck
237738,truck
143099,cat
236171,cat
153356,deer
3516,bird
225720,cat
211824,deer
188005,cat
109543,horse
8754,airplane
27699,airplane
142591,airplane
90208,ship
225619,deer
258480,cat
134853,ship
122986,deer
102241,cat
128270,bird
224989,deer
175804,bird
32648,ship
199428,ship
136262,cat
223619,ship
162302,truck
216271,cat
54403,automobile
139304,horse
298896,bird
126946,bird
278922,frog
196650,frog
47683,airplane
187393,cat
178844,cat
38198,cat
162452,horse
56579,ship
231081,airplane
166035,truck
106570,horse
223235,horse
294095,automobile
56592,deer
78036,airplane
166088,horse
56715,horse
37186,airplane
121746,deer
238566,bird
166327,horse
38582,cat
57573,horse
115052,deer
101737,automobile
59445,dog
215354,cat
2458,truck
52001,frog
253580,deer
147013,deer
176129,cat
258844,horse
249460,cat
282745,dog
18262,dog
7768,airplane
208018,bird
252312,deer
268034,airplane
143427,bird
157067,frog
62298,horse
33546,bird
139705,automobile
189898,cat
190905,bird
86652,frog
137642,dog
42274,airplane
18877,automobile
225753,ship
72868,dog
217886,horse
79800,cat
101885,bird
87889,ship
262457,deer
211612,deer
46563,cat
24753,frog
192135,frog
82242,deer
68241,cat
35011,deer
131733,automobile
275654,airplane
98043,bird
171805,ship
12282,cat
91165,dog
185572,ship
262939,automobile
137021,deer
168390,ship
171304,bird
61405,deer
88544,ship
11635,deer
250078,automobile
39737,cat
21416,truck
132587,horse
114430,dog
172734,bird
187162,frog
20948,airplane
75698,ship
189390,deer
172417,deer
68494,cat
5921,deer
288619,deer
155560,deer
74297,ship
1820,horse
260967,truck
183701,horse
25462,cat
177840,bird
73592,cat
168327,deer
136942,bird
233223,bird
112707,truck
221028,frog
100363,ship
132971,airplane
272557,dog
120781,dog
138593,airplane
51478,frog
70951,airplane
214575,dog
202946,deer
46081,cat
19650,frog
160822,deer
204476,dog
297095,bird
188646,cat
20295,ship
95999,deer
256001,bird
23975,truck
296546,ship
58729,ship
66595,deer
9607,automobile
54133,frog
73396,automobile
97779,cat
100397,ship
68485,airplane
77313,deer
168584,ship
67456,bird
24179,frog
192058,bird
111694,frog
173785,deer
290709,automobile
130900,horse
149698,dog
210697,frog
53586,truck
189383,airplane
169249,dog
23005,bird
259382,truck
253322,truck
275636,bird
265367,frog
195903,ship
202339,cat
82100,deer
42172,deer
222646,dog
29008,cat
238675,bird
68225,truck
131457,ship
76477,deer
134941,cat
105354,bird
246817,deer
153151,ship
143128,cat
211649,automobile
265894,deer
294429,airplane
91703,ship
117454,airplane
102076,deer
160701,deer
287455,ship
13314,airplane
215422,deer
7968,bird
229540,deer
230319,frog
81307,bird
215391,dog
271845,dog
157894,cat
231790,horse
230508,airplane
73941,automobile
8904,cat
186080,cat
22776,cat
114967,truck
297276,deer
207406,bird
248,automobile
297498,cat
50304,bird
18907,frog
72246,bird
297035,ship
243694,frog
76998,ship
167390,automobile
191823,frog
129896,cat
97105,frog
214570,dog
77200,ship
26607,truck
182140,ship
143573,ship
127890,bird
168254,frog
118426,dog
275723,ship
99445,bird
64210,airplane
100683,frog
194208,frog
28678,deer
194796,cat
281418,automobile
160694,frog
24169,bird
52775,deer
297728,truck
20025,airplane
215967,automobile
132756,dog
201144,bird
202610,deer
143012,cat
152726,ship
263672,dog
291176,ship
226917,bird
144692,ship
180848,automobile
109874,truck
228156,ship
18576,bird
290325,horse
251048,ship
157805,deer
119521,frog
143244,bird
290802,airplane
201053,dog
57172,dog
32291,airplane
28665,cat
294642,cat
281910,dog
223054,truck
270468,dog
152554,bird
270667,cat
198529,airplane
157627,deer
646,automobile
28979,dog
180145,bird
26255,horse
67039,ship
122314,cat
190431,cat
156347,frog
244491,cat
48080,deer
235250,frog
125677,dog
192437,cat
65159,bird
171986,dog
236663,ship
113773,cat
43067,dog
250482,bird
187693,horse
157302,bird
172376,dog
160925,cat
111832,dog
28136,bird
170784,truck
16459,dog
281133,ship
105105,deer
183491,dog
65684,dog
101890,frog
23959,ship
178450,cat
211365,frog
289107,cat
194200,cat
242352,cat
198036,frog
2690,ship
176554,ship
25410,airplane
204508,bird
260975,airplane
35778,cat
16938,frog
211345,dog
295716,airplane
209137,truck
29782,bird
230969,frog
67006,deer
224683,dog
278445,bird
251780,bird
177549,truck
120636,ship
132935,cat
272565,deer
12205,frog
227489,automobile
147238,deer
61278,frog
111396,bird
297448,truck
181941,cat
277661,ship
1329,frog
11512,truck
256442,frog
290104,cat
193581,frog
49696,deer
118231,deer
173514,deer
83711,frog
294225,cat
87553,ship
272030,airplane
122028,cat
247604,ship
18158,dog
65186,horse
145712,frog
167801,frog
90635,truck
117250,frog
84825,frog
292353,horse
23436,deer
262735,deer
71956,frog
120749,cat
257862,frog
266741,ship
161141,deer
8852,deer
94839,frog
62905,deer
295920,automobile
180225,frog
257317,frog
75120,deer
129900,cat
196735,airplane
231010,automobile
222766,truck
276296,horse
215049,ship
295793,deer
167059,deer
253081,horse
53810,cat
216519,frog
152068,ship
9565,frog
268206,frog
279139,horse
7315,truck
233811,frog
294847,cat
183673,frog
18321,automobile
76557,bird
249709,dog
273829,cat
149000,deer
23834,cat
188480,truck
186896,horse
148986,frog
108654,cat
61834,airplane
239538,ship
2996,frog
67084,frog
129614,bird
189260,frog
231140,cat
294747,deer
170157,ship
10586,automobile
138580,ship
236631,ship
204814,frog
196710,horse
52606,automobile
25580,frog
185262,frog
116446,bird
132160,frog
219985,frog
1433,horse
127166,bird
194916,dog
232621,horse
286245,cat
282571,bird
17915,deer
86750,truck
165332,cat
247143,deer
241631,truck
41282,airplane
194552,airplane
101478,bird
22872,deer
3150,ship
215178,deer
21557,frog
208007,cat
45690,dog
126914,automobile
90570,frog
75578,frog
161172,deer
22454,automobile
201607,dog
178718,deer
269633,airplane
81776,deer
169161,frog
51407,frog
105217,dog
273190,automobile
105754,frog
256328,cat
279398,cat
200301,truck
227541,cat
81231,cat
15964,frog
284028,bird
167704,frog
99844,dog
107315,dog
280013,cat
287701,cat
114739,deer
255205,horse
76612,deer
230108,cat
139952,airplane
38224,airplane
78482,bird
156553,frog
267350,cat
17302,frog
105870,airplane
159221,frog
133817,deer
238470,deer
179260,cat
88321,truck
234599,horse
202186,bird
173146,frog
5741,dog
30184,bird
141021,airplane
43535,dog
19145,airplane
107629,ship
251503,bird
8506,ship
64231,ship
203905,airplane
43350,dog
298992,bird
224628,bird
109623,bird
2257,bird
180251,cat
65295,airplane
251607,bird
225859,ship
97570,horse
249714,frog
150035,bird
8494,bird
186747,airplane
176734,frog
17826,dog
118844,frog
13546,cat
32303,frog
86490,deer
195511,automobile
275757,airplane
138743,cat
2231,cat
145138,dog
204512,frog
150828,deer
118837,bird
203271,ship
270340,ship
226252,frog
239248,dog
63761,frog
238394,deer
143557,deer
124799,deer
158969,ship
45322,truck
157735,airplane
12866,automobile
202214,truck
34632,automobile
78777,airplane
109731,horse
136645,cat
73192,deer
219970,bird
186823,cat
2655,deer
288407,frog
3714,cat
269247,truck
135170,cat
109463,dog
298595,deer
127078,airplane
139583,ship
297468,dog
149272,ship
176742,truck
118925,truck
261882,deer
137212,truck
196766,ship
110258,frog
177952,airplane
240129,airplane
43436,frog
248522,truck
9351,bird
269595,cat
116649,automobile
123674,frog
80228,horse
252005,frog
265742,ship
181502,dog
35619,horse
51599,deer
163163,bird
142165,horse
84200,horse
291963,horse
272399,ship
282505,cat
53523,ship
175683,frog
275886,deer
232868,airplane
98915,cat
298283,truck
241997,dog
38615,deer
197290,cat
89689,cat
64730,cat
91981,frog
145954,ship
43457,bird
146622,ship
263154,deer
86616,frog
124605,airplane
82849,cat
232385,frog
111304,bird
65408,frog
8845,dog
279453,ship
147490,bird
63943,deer
4678,bird
158903,ship
207291,horse
152393,airplane
205032,cat
104273,deer
251039,bird
139056,ship
220302,horse
121279,dog
126092,deer
191816,automobile
32099,bird
267387,horse
247004,ship
116433,ship
216697,cat
286450,dog
221739,cat
181966,dog
270350,bird
185896,ship
123120,deer
258492,dog
56825,deer
214414,cat
9057,bird
143305,dog
163307,ship
162321,airplane
182882,horse
67743,dog
81704,frog
235060,frog
43236,deer
196197,airplane
282510,deer
56964,cat
269803,cat
58089,cat
205104,cat
178439,bird
241132,truck
125413,dog
259282,bird
6575,cat
105563,truck
65662,ship
299039,deer
196392,dog
39024,deer
120190,deer
79500,deer
63723,truck
137497,deer
225031,horse
56183,deer
98758,airplane
165265,ship
182900,bird
170368,cat
223055,cat
77733,ship
90391,cat
139296,cat
34622,frog
295015,frog
130055,frog
188888,bird
180086,cat
128028,automobile
69145,airplane
18803,cat
96296,cat
67764,ship
62789,airplane
208123,automobile
238643,bird
65957,bird
38474,deer
73685,frog
118084,dog
182739,cat
121000,horse
7817,deer
84192,airplane
112942,airplane
257681,dog
223843,airplane
171453,automobile
95298,cat
9056,dog
161745,airplane
133417,automobile
240134,ship
103941,automobile
102341,truck
46789,ship
4109,bird
163238,truck
235748,frog
207656,deer
116085,cat
64793,ship
226233,dog
2194,automobile
205981,airplane
251604,truck
40065,truck
140483,dog
258619,deer
165079,frog
244161,bird
196009,deer
26876,truck
276327,airplane
148150,truck
239498,frog
170321,cat
185773,frog
48477,bird
163709,bird
108246,frog
221335,airplane
221968,bird
290803,frog
54332,cat
168284,truck
174820,airplane
123616,frog
246514,deer
31862,horse
38893,deer
59677,frog
129644,dog
267695,dog
154554,frog
23656,truck
140113,dog
223481,ship
52134,dog
199004,horse
77607,bird
76305,bird
